Tenure in Months,Monthly Charge,Contract,Paperless Billing,Payment Method,Unlimited Data,Avg Monthly GB Download,Number of Referrals
63,102.4,Month-to-Month,Yes,Bank Withdrawal,Yes,15.0,1
46,110.2,Two Year,Yes,Bank Withdrawal,Yes,16.0,7
40,101.85,Month-to-Month,No,Bank Withdrawal,Yes,3.0,1
55,69.05,Two Year,Yes,Credit Card,Yes,17.0,3
33,104.4,Month-to-Month,Yes,Bank Withdrawal,Yes,12.0,1
7,62.8,Month-to-Month,No,Bank Withdrawal,Yes,21.0,0
72,19.8,Two Year,Yes,Credit Card,,22.0,0
22,89.75,Month-to-Month,Yes,Bank Withdrawal,Yes,14.0,8
47,95.2,One Year,Yes,Credit Card,No,85.0,1
69,29.8,One Year,Yes,Credit Card,Yes,13.0,7
23,25.1,Two Year,No,Mailed Check,,22.0,4
24,20.75,Two Year,No,Credit Card,,22.0,0
53,19.65,Two Year,No,Bank Withdrawal,,22.0,0
63,80.3,Two Year,Yes,Credit Card,Yes,26.0,0
54,95.1,Two Year,Yes,Bank Withdrawal,Yes,52.0,0
60,71.75,One Year,Yes,Bank Withdrawal,No,29.0,0
64,86.4,Two Year,Yes,Credit Card,Yes,73.0,0
57,59.75,Two Year,Yes,Bank Withdrawal,Yes,22.0,1
20,89.95,Two Year,No,Bank Withdrawal,Yes,23.0,0
43,25.1,Two Year,Yes,Bank Withdrawal,,22.0,0
16,38.9,Month-to-Month,Yes,Bank Withdrawal,Yes,30.0,0
71,25.45,Two Year,No,Bank Withdrawal,,22.0,0
11,90.15,Month-to-Month,No,Bank Withdrawal,Yes,3.0,0
2,95.65,Month-to-Month,No,Bank Withdrawal,Yes,27.0,0
70,114.2,Two Year,Yes,Bank Withdrawal,Yes,48.0,1
72,20.35,Two Year,No,Bank Withdrawal,,22.0,1
41,65.0,One Year,No,Mailed Check,No,30.0,0
57,95.25,Two Year,Yes,Bank Withdrawal,Yes,15.0,0
50,20.55,Two Year,No,Credit Card,,22.0,10
45,81.4,Month-to-Month,No,Bank Withdrawal,Yes,19.0,4
29,35.6,One Year,No,Mailed Check,Yes,8.0,0
24,54.95,Month-to-Month,No,Bank Withdrawal,Yes,69.0,0
61,86.45,Two Year,No,Credit Card,Yes,24.0,0
61,19.4,Month-to-Month,Yes,Credit Card,,20.0,3
45,86.1,One Year,Yes,Bank Withdrawal,Yes,24.0,5
11,78.1,Month-to-Month,Yes,Credit Card,Yes,13.0,8
46,95.65,One Year,Yes,Credit Card,Yes,59.0,0
14,80.45,Month-to-Month,No,Credit Card,Yes,21.0,8
31,86.55,Month-to-Month,Yes,Credit Card,Yes,27.0,0
54,80.6,Two Year,No,Bank Withdrawal,No,28.0,0
72,25.45,Two Year,No,Credit Card,,22.0,0
72,109.55,Two Year,Yes,Bank Withdrawal,Yes,2.0,9
4,99.8,Month-to-Month,Yes,Credit Card,Yes,10.0,0
70,58.35,Two Year,Yes,Bank Withdrawal,Yes,13.0,0
3,55.3,Month-to-Month,Yes,Bank Withdrawal,Yes,7.0,0
70,48.4,Two Year,No,Bank Withdrawal,Yes,26.0,0
70,24.25,Two Year,No,Bank Withdrawal,,22.0,1
28,20.25,Month-to-Month,No,Credit Card,,22.0,0
13,100.35,Month-to-Month,Yes,Bank Withdrawal,Yes,26.0,0
63,81.2,One Year,Yes,Credit Card,Yes,27.0,1
15,29.7,Month-to-Month,Yes,Bank Withdrawal,No,29.0,0
1,20.55,Month-to-Month,No,Credit Card,,20.0,1
57,103.05,Month-to-Month,Yes,Bank Withdrawal,Yes,13.0,4
18,56.8,Month-to-Month,No,Credit Card,Yes,30.0,5
23,48.35,One Year,Yes,Credit Card,Yes,12.0,1
61,96.5,One Year,Yes,Bank Withdrawal,Yes,2.0,1
61,103.9,One Year,No,Credit Card,Yes,19.0,3
61,25.45,Two Year,No,Bank Withdrawal,,22.0,2
26,84.95,Month-to-Month,No,Bank Withdrawal,Yes,3.0,1
35,70.55,Month-to-Month,No,Bank Withdrawal,Yes,30.0,0
13,45.55,Month-to-Month,Yes,Credit Card,Yes,17.0,0
33,24.9,One Year,Yes,Bank Withdrawal,,22.0,0
50,95.05,Month-to-Month,Yes,Bank Withdrawal,No,4.0,1
1,80.55,Month-to-Month,Yes,Bank Withdrawal,No,73.0,1
72,114.85,Two Year,Yes,Bank Withdrawal,Yes,25.0,3
3,31.0,Month-to-Month,Yes,Credit Card,No,19.0,1
58,103.25,One Year,Yes,Bank Withdrawal,Yes,47.0,0
1,45.35,Month-to-Month,No,Credit Card,Yes,14.0,0
54,89.4,Month-to-Month,No,Credit Card,Yes,15.0,0
37,100.3,Month-to-Month,No,Credit Card,Yes,82.0,0
62,65.1,Two Year,Yes,Credit Card,Yes,18.0,0
2,85.65,Month-to-Month,Yes,Bank Withdrawal,Yes,27.0,0
4,57.2,Month-to-Month,Yes,Credit Card,Yes,52.0,0
4,44.55,Month-to-Month,Yes,Bank Withdrawal,No,20.0,0
4,19.95,Month-to-Month,Yes,Bank Withdrawal,,22.0,1
28,59.9,One Year,Yes,Bank Withdrawal,Yes,11.0,0
62,106.05,One Year,Yes,Credit Card,Yes,23.0,8
41,79.9,Month-to-Month,No,Credit Card,Yes,56.0,1
46,53.1,Month-to-Month,No,Bank Withdrawal,Yes,82.0,1
18,68.35,Month-to-Month,Yes,Bank Withdrawal,Yes,48.0,0
65,58.9,Two Year,No,Credit Card,Yes,71.0,5
33,103.75,One Year,Yes,Bank Withdrawal,No,24.0,1
57,84.5,Two Year,Yes,Bank Withdrawal,Yes,16.0,2
16,75.1,Month-to-Month,No,Bank Withdrawal,Yes,25.0,0
54,55.45,One Year,Yes,Bank Withdrawal,Yes,26.0,0
57,53.75,Month-to-Month,Yes,Bank Withdrawal,Yes,30.0,0
1,45.85,Month-to-Month,Yes,Credit Card,Yes,6.0,1
1,49.9,Month-to-Month,Yes,Bank Withdrawal,Yes,76.0,0
2,75.7,Month-to-Month,Yes,Bank Withdrawal,Yes,2.0,0
41,104.7,Month-to-Month,Yes,Bank Withdrawal,Yes,48.0,0
46,45.55,Month-to-Month,No,Bank Withdrawal,Yes,30.0,3
10,95.1,Month-to-Month,Yes,Credit Card,Yes,11.0,0
2,-2.0,Month-to-Month,No,Credit Card,Yes,85.0,0
49,43.8,Two Year,No,Credit Card,Yes,3.0,0
22,-2.0,Month-to-Month,Yes,Bank Withdrawal,Yes,23.0,0
60,65.85,One Year,Yes,Bank Withdrawal,Yes,30.0,4
10,55.55,Month-to-Month,Yes,Credit Card,Yes,59.0,6
69,20.15,Two Year,No,Bank Withdrawal,,22.0,6
41,98.05,Month-to-Month,No,Bank Withdrawal,Yes,4.0,0
55,90.45,Two Year,No,Bank Withdrawal,Yes,21.0,4
57,41.1,One Year,Yes,Credit Card,Yes,24.0,0
45,84.55,Month-to-Month,Yes,Credit Card,Yes,15.0,8
15,69.5,Month-to-Month,Yes,Credit Card,Yes,21.0,1
60,95.75,Month-to-Month,Yes,Bank Withdrawal,Yes,16.0,1
11,45.9,Month-to-Month,Yes,Bank Withdrawal,Yes,6.0,1
64,105.65,One Year,Yes,Credit Card,Yes,73.0,0
21,55.95,One Year,Yes,Bank Withdrawal,No,69.0,1
1,69.6,Month-to-Month,Yes,Bank Withdrawal,Yes,59.0,0
28,54.65,Month-to-Month,No,Bank Withdrawal,Yes,7.0,0
61,93.7,One Year,No,Bank Withdrawal,Yes,69.0,0
43,108.15,Month-to-Month,Yes,Credit Card,Yes,10.0,0
49,81.35,Two Year,No,Credit Card,Yes,10.0,0
16,74.75,Month-to-Month,Yes,Credit Card,Yes,16.0,0
30,90.5,Two Year,Yes,Credit Card,Yes,14.0,0
15,64.65,Month-to-Month,Yes,Bank Withdrawal,Yes,26.0,0
1,44.0,Two Year,No,Bank Withdrawal,Yes,4.0,0
7,69.85,Month-to-Month,Yes,Bank Withdrawal,Yes,4.0,0
14,92.9,Month-to-Month,Yes,Bank Withdrawal,Yes,17.0,0
1,45.65,Month-to-Month,Yes,Bank Withdrawal,Yes,24.0,0
56,75.75,One Year,Yes,Bank Withdrawal,No,13.0,0
28,82.85,One Year,Yes,Bank Withdrawal,Yes,69.0,4
44,85.15,Two Year,Yes,Bank Withdrawal,Yes,6.0,4
68,101.35,One Year,No,Bank Withdrawal,Yes,7.0,0
11,20.4,Two Year,No,Credit Card,,22.0,0
25,19.9,One Year,No,Bank Withdrawal,,22.0,0
50,84.15,One Year,Yes,Credit Card,Yes,11.0,9
6,91.0,Month-to-Month,Yes,Bank Withdrawal,Yes,29.0,5
64,108.5,One Year,Yes,Credit Card,Yes,71.0,1
5,20.45,Two Year,No,Credit Card,,22.0,0
60,24.15,One Year,No,Bank Withdrawal,,22.0,1
71,25.35,Two Year,No,Credit Card,,22.0,2
9,-10.0,One Year,Yes,Bank Withdrawal,Yes,82.0,9
9,94.85,Month-to-Month,Yes,Credit Card,Yes,6.0,1
1,84.6,Month-to-Month,Yes,Bank Withdrawal,No,11.0,0
63,98.0,Two Year,No,Credit Card,Yes,21.0,0
24,19.7,Two Year,No,Credit Card,,22.0,8
38,83.9,Month-to-Month,Yes,Credit Card,Yes,48.0,0
26,49.5,Month-to-Month,Yes,Credit Card,No,19.0,0
54,20.5,Two Year,Yes,Credit Card,,22.0,0
48,75.15,One Year,No,Bank Withdrawal,Yes,23.0,0
1,20.5,Month-to-Month,No,Credit Card,,21.0,0
56,88.9,One Year,No,Bank Withdrawal,Yes,28.0,4
2,45.0,Month-to-Month,Yes,Bank Withdrawal,Yes,12.0,8
62,23.65,Two Year,No,Bank Withdrawal,,22.0,4
14,78.95,Month-to-Month,Yes,Bank Withdrawal,Yes,6.0,0
11,64.9,One Year,No,Credit Card,Yes,23.0,0
66,49.4,One Year,Yes,Credit Card,Yes,27.0,1
71,79.05,One Year,Yes,Credit Card,Yes,10.0,0
13,49.15,Month-to-Month,No,Bank Withdrawal,Yes,27.0,0
5,81.0,Month-to-Month,Yes,Credit Card,No,23.0,0
12,100.15,Month-to-Month,Yes,Bank Withdrawal,Yes,47.0,0
37,20.15,One Year,No,Credit Card,,22.0,0
35,25.6,Month-to-Month,Yes,Bank Withdrawal,,22.0,0
72,25.55,Two Year,No,Credit Card,,22.0,4
57,79.75,Two Year,Yes,Bank Withdrawal,Yes,16.0,0
40,91.55,Two Year,Yes,Bank Withdrawal,Yes,23.0,0
13,56.0,Month-to-Month,Yes,Bank Withdrawal,Yes,10.0,0
31,93.8,Month-to-Month,No,Bank Withdrawal,No,17.0,1
35,19.6,Two Year,No,Credit Card,,22.0,1
68,79.6,One Year,No,Credit Card,No,21.0,0
61,20.4,One Year,No,Credit Card,,22.0,7
1,19.45,Month-to-Month,No,Bank Withdrawal,,21.0,0
1,79.55,Month-to-Month,No,Bank Withdrawal,No,15.0,0
3,91.05,Month-to-Month,No,Bank Withdrawal,Yes,8.0,0
11,19.55,Two Year,No,Credit Card,,22.0,0
18,20.05,Two Year,No,Credit Card,,22.0,0
3,73.85,Two Year,No,Bank Withdrawal,Yes,25.0,0
62,80.4,Month-to-Month,Yes,Bank Withdrawal,Yes,2.0,0
37,91.2,One Year,No,Credit Card,Yes,51.0,1
1,-10.0,Month-to-Month,No,Credit Card,,20.0,0
12,98.1,Month-to-Month,Yes,Bank Withdrawal,Yes,27.0,1
66,66.1,Two Year,Yes,Credit Card,Yes,15.0,9
1,20.1,Month-to-Month,No,Credit Card,,20.0,0
72,82.65,Two Year,Yes,Credit Card,Yes,11.0,7
47,85.3,Two Year,Yes,Credit Card,No,52.0,6
56,101.05,Two Year,Yes,Bank Withdrawal,No,16.0,0
50,19.35,One Year,Yes,Mailed Check,,22.0,0
32,-8.0,Month-to-Month,Yes,Credit Card,No,26.0,1
60,109.45,Month-to-Month,Yes,Bank Withdrawal,Yes,9.0,6
2,30.4,Month-to-Month,Yes,Bank Withdrawal,Yes,13.0,0
44,84.8,Month-to-Month,Yes,Credit Card,Yes,10.0,2
52,84.05,Month-to-Month,Yes,Bank Withdrawal,Yes,26.0,1
1,20.2,Month-to-Month,Yes,Bank Withdrawal,,20.0,0
33,58.45,One Year,Yes,Credit Card,Yes,27.0,8
72,78.95,Two Year,Yes,Bank Withdrawal,Yes,6.0,10
46,54.35,Two Year,No,Credit Card,Yes,17.0,0
20,19.6,Month-to-Month,Yes,Credit Card,,22.0,0
34,84.75,Two Year,No,Credit Card,Yes,16.0,9
1,74.7,Month-to-Month,Yes,Bank Withdrawal,Yes,8.0,0
46,99.65,Two Year,No,Credit Card,Yes,18.0,10
49,96.2,Month-to-Month,Yes,Bank Withdrawal,Yes,2.0,0
59,85.55,One Year,No,Bank Withdrawal,Yes,52.0,0
71,105.25,Two Year,Yes,Bank Withdrawal,Yes,8.0,10
12,78.3,Month-to-Month,Yes,Bank Withdrawal,Yes,25.0,0
34,-9.0,Month-to-Month,Yes,Bank Withdrawal,No,12.0,7
4,68.65,Month-to-Month,Yes,Bank Withdrawal,Yes,23.0,0
71,116.1,Two Year,Yes,Bank Withdrawal,No,27.0,1
3,29.65,Month-to-Month,No,Mailed Check,Yes,53.0,0
13,53.45,Month-to-Month,No,Credit Card,No,27.0,0
59,95.8,Two Year,No,Bank Withdrawal,Yes,30.0,0
68,20.05,Two Year,No,Bank Withdrawal,,22.0,0
72,81.0,Two Year,No,Credit Card,Yes,59.0,8
43,107.55,One Year,Yes,Bank Withdrawal,No,18.0,1
38,20.2,Two Year,Yes,Credit Card,,22.0,9
72,110.15,Two Year,Yes,Bank Withdrawal,No,24.0,7
55,25.7,Two Year,No,Bank Withdrawal,,22.0,1
28,59.0,One Year,No,Credit Card,Yes,7.0,0
58,95.3,Month-to-Month,Yes,Bank Withdrawal,Yes,73.0,0
68,70.9,Two Year,No,Credit Card,Yes,9.0,2
40,42.35,One Year,Yes,Bank Withdrawal,Yes,21.0,1
11,-7.0,Month-to-Month,Yes,Bank Withdrawal,Yes,30.0,1
45,95.2,Two Year,Yes,Credit Card,No,18.0,3
23,83.2,Month-to-Month,No,Bank Withdrawal,Yes,76.0,0
8,80.65,Month-to-Month,Yes,Credit Card,Yes,17.0,1
11,23.15,Month-to-Month,No,Credit Card,,20.0,0
1,73.65,Month-to-Month,Yes,Bank Withdrawal,Yes,19.0,0
23,20.45,One Year,No,Credit Card,,22.0,0
69,95.2,Two Year,Yes,Credit Card,Yes,30.0,6
72,84.1,Two Year,Yes,Credit Card,Yes,23.0,1
23,94.75,Month-to-Month,Yes,Bank Withdrawal,Yes,23.0,0
47,59.6,Two Year,No,Bank Withdrawal,Yes,10.0,0
47,85.5,Month-to-Month,No,Credit Card,No,20.0,0
41,94.9,Month-to-Month,Yes,Bank Withdrawal,Yes,59.0,2
51,94.65,Month-to-Month,Yes,Bank Withdrawal,Yes,9.0,1
52,20.1,Two Year,No,Bank Withdrawal,,22.0,10
64,110.5,Two Year,Yes,Credit Card,No,24.0,0
2,69.8,Month-to-Month,Yes,Bank Withdrawal,No,14.0,0
67,43.9,Two Year,No,Bank Withdrawal,Yes,17.0,0
71,91.05,Two Year,No,Credit Card,Yes,76.0,3
32,93.5,Two Year,Yes,Bank Withdrawal,Yes,3.0,9
4,23.9,One Year,No,Bank Withdrawal,,22.0,0
71,52.3,Month-to-Month,Yes,Bank Withdrawal,No,28.0,10
26,84.3,Month-to-Month,Yes,Credit Card,Yes,30.0,0
25,79.0,Month-to-Month,Yes,Credit Card,Yes,71.0,0
1,19.65,Month-to-Month,No,Mailed Check,,20.0,0
9,19.7,Month-to-Month,No,Credit Card,,22.0,0
9,84.45,Month-to-Month,Yes,Bank Withdrawal,Yes,21.0,0
64,81.3,Two Year,Yes,Mailed Check,Yes,4.0,6
11,20.9,Two Year,No,Credit Card,,22.0,3
1,20.7,Month-to-Month,No,Bank Withdrawal,,21.0,0
17,98.6,One Year,No,Bank Withdrawal,Yes,8.0,1
14,69.65,Month-to-Month,Yes,Bank Withdrawal,Yes,29.0,0
7,19.3,Month-to-Month,No,Credit Card,,22.0,0
62,19.2,Two Year,Yes,Credit Card,,22.0,0
1,90.55,Month-to-Month,No,Bank Withdrawal,No,51.0,0
10,70.0,Month-to-Month,Yes,Bank Withdrawal,Yes,27.0,0
41,109.1,One Year,Yes,Bank Withdrawal,Yes,59.0,3
54,87.1,Two Year,No,Bank Withdrawal,No,26.0,0
27,20.25,Two Year,Yes,Bank Withdrawal,,22.0,0
11,36.05,One Year,Yes,Credit Card,No,17.0,0
40,26.2,Month-to-Month,Yes,Bank Withdrawal,,22.0,5
52,63.25,Two Year,Yes,Credit Card,No,10.0,0
37,90.0,Two Year,No,Bank Withdrawal,Yes,19.0,8
53,62.85,One Year,No,Credit Card,Yes,59.0,0
40,55.8,One Year,No,Bank Withdrawal,No,18.0,8
67,19.25,Two Year,Yes,Bank Withdrawal,,22.0,2
27,110.5,One Year,Yes,Bank Withdrawal,Yes,4.0,0
17,70.35,One Year,Yes,Bank Withdrawal,Yes,76.0,5
4,75.35,Month-to-Month,No,Bank Withdrawal,Yes,9.0,0
71,105.75,One Year,No,Bank Withdrawal,Yes,9.0,0
53,20.25,Two Year,No,Credit Card,,22.0,0
32,75.5,Month-to-Month,Yes,Bank Withdrawal,Yes,47.0,6
31,65.25,Month-to-Month,No,Credit Card,No,52.0,0
51,83.85,Two Year,Yes,Credit Card,Yes,41.0,5
37,55.05,Month-to-Month,Yes,Mailed Check,Yes,10.0,6
42,25.25,Two Year,No,Bank Withdrawal,,22.0,9
3,92.0,Month-to-Month,Yes,Bank Withdrawal,Yes,9.0,0
60,37.7,Two Year,No,Bank Withdrawal,Yes,2.0,1
11,99.55,Month-to-Month,Yes,Bank Withdrawal,Yes,14.0,1
71,106.7,Two Year,No,Bank Withdrawal,Yes,7.0,0
43,29.3,Month-to-Month,No,Credit Card,Yes,53.0,5
35,53.15,One Year,No,Credit Card,Yes,30.0,5
71,24.65,Two Year,Yes,Credit Card,,22.0,0
16,18.95,Two Year,No,Credit Card,,22.0,0
2,40.4,Month-to-Month,Yes,Credit Card,Yes,8.0,0
3,30.4,Month-to-Month,No,Bank Withdrawal,Yes,59.0,0
14,91.65,Month-to-Month,Yes,Bank Withdrawal,Yes,12.0,1
17,90.95,Month-to-Month,Yes,Credit Card,Yes,21.0,0
9,19.75,Two Year,No,Credit Card,,22.0,6
23,73.65,Month-to-Month,Yes,Credit Card,Yes,48.0,5
42,94.4,Month-to-Month,Yes,Bank Withdrawal,Yes,11.0,9
31,59.95,One Year,No,Bank Withdrawal,Yes,25.0,7
25,69.3,Two Year,Yes,Bank Withdrawal,Yes,24.0,7
32,61.4,Month-to-Month,No,Bank Withdrawal,Yes,17.0,3
64,96.9,One Year,Yes,Credit Card,Yes,21.0,10
29,78.9,Month-to-Month,Yes,Bank Withdrawal,Yes,7.0,0
43,94.3,One Year,Yes,Bank Withdrawal,Yes,5.0,1
35,54.95,One Year,Yes,Bank Withdrawal,Yes,59.0,5
72,19.55,Two Year,No,Bank Withdrawal,,22.0,6
19,25.15,Month-to-Month,Yes,Bank Withdrawal,Yes,6.0,0
1,100.25,Month-to-Month,Yes,Credit Card,Yes,17.0,0
7,69.15,Month-to-Month,No,Bank Withdrawal,Yes,7.0,0
40,85.05,One Year,Yes,Bank Withdrawal,Yes,22.0,5
5,50.55,Month-to-Month,No,Bank Withdrawal,Yes,42.0,0
59,41.05,Month-to-Month,Yes,Bank Withdrawal,Yes,69.0,1
70,20.15,Two Year,Yes,Credit Card,,22.0,0
31,96.6,Two Year,Yes,Bank Withdrawal,Yes,10.0,0
72,19.7,Two Year,No,Credit Card,,22.0,10
45,95.95,Month-to-Month,Yes,Bank Withdrawal,Yes,19.0,1
23,85.6,Month-to-Month,No,Bank Withdrawal,Yes,71.0,10
67,111.05,Two Year,Yes,Bank Withdrawal,Yes,29.0,8
28,96.6,Month-to-Month,No,Credit Card,Yes,52.0,10
37,104.5,One Year,Yes,Credit Card,Yes,59.0,0
59,111.35,Month-to-Month,Yes,Bank Withdrawal,Yes,51.0,0
32,72.8,One Year,Yes,Credit Card,Yes,46.0,10
1,50.75,Month-to-Month,Yes,Credit Card,Yes,20.0,0
11,25.0,Two Year,No,Credit Card,,22.0,1
1,20.55,Month-to-Month,No,Credit Card,,21.0,0
7,74.65,Month-to-Month,Yes,Bank Withdrawal,Yes,19.0,0
26,79.3,Month-to-Month,No,Bank Withdrawal,Yes,10.0,5
1,19.3,Month-to-Month,Yes,Credit Card,,21.0,0
46,100.7,Month-to-Month,Yes,Bank Withdrawal,Yes,17.0,3
1,-7.0,Month-to-Month,No,Bank Withdrawal,Yes,18.0,0
8,69.95,Two Year,Yes,Credit Card,Yes,6.0,0
37,72.25,Two Year,Yes,Bank Withdrawal,Yes,7.0,8
3,55.1,Month-to-Month,Yes,Mailed Check,Yes,16.0,0
12,56.65,Month-to-Month,No,Credit Card,Yes,10.0,0
48,55.5,Two Year,No,Credit Card,Yes,5.0,0
18,23.75,One Year,No,Credit Card,,22.0,0
49,51.8,One Year,Yes,Bank Withdrawal,No,5.0,2
7,69.95,Month-to-Month,Yes,Bank Withdrawal,Yes,3.0,9
47,103.7,One Year,Yes,Bank Withdrawal,Yes,13.0,0
5,20.5,Month-to-Month,Yes,Credit Card,,22.0,0
16,74.3,Month-to-Month,Yes,Credit Card,Yes,8.0,1
72,-4.0,Two Year,No,Credit Card,No,59.0,9
67,50.9,Two Year,No,Credit Card,Yes,17.0,2
17,78.9,Month-to-Month,No,Bank Withdrawal,Yes,4.0,1
26,88.8,Month-to-Month,Yes,Bank Withdrawal,No,22.0,0
1,19.9,Month-to-Month,No,Mailed Check,,20.0,4
72,100.55,Two Year,Yes,Bank Withdrawal,Yes,15.0,5
36,84.1,Month-to-Month,Yes,Bank Withdrawal,Yes,15.0,1
9,49.2,Two Year,No,Mailed Check,Yes,12.0,0
64,110.3,Two Year,No,Bank Withdrawal,Yes,23.0,7
2,54.15,Month-to-Month,No,Credit Card,No,7.0,0
72,86.6,Two Year,No,Bank Withdrawal,Yes,13.0,0
37,19.35,Month-to-Month,No,Bank Withdrawal,,22.0,1
42,73.9,One Year,No,Credit Card,Yes,53.0,0
27,95.0,Month-to-Month,No,Credit Card,Yes,26.0,1
8,20.05,Month-to-Month,No,Credit Card,,22.0,0
53,64.15,One Year,No,Bank Withdrawal,Yes,15.0,1
25,71.05,Month-to-Month,Yes,Credit Card,Yes,73.0,10
2,19.95,One Year,No,Credit Card,,21.0,0
1,85.7,Month-to-Month,Yes,Bank Withdrawal,Yes,21.0,0
25,99.3,Two Year,No,Bank Withdrawal,Yes,51.0,0
21,24.7,Month-to-Month,No,Credit Card,,22.0,0
70,19.8,Two Year,No,Bank Withdrawal,,22.0,7
62,96.75,One Year,Yes,Bank Withdrawal,Yes,9.0,0
18,78.2,Month-to-Month,No,Bank Withdrawal,Yes,19.0,6
33,100.6,Month-to-Month,Yes,Bank Withdrawal,Yes,22.0,6
72,115.75,Two Year,Yes,Credit Card,No,17.0,1
60,61.4,Two Year,No,Bank Withdrawal,Yes,26.0,0
12,105.3,Month-to-Month,Yes,Bank Withdrawal,Yes,18.0,0
4,20.4,One Year,Yes,Credit Card,,22.0,0
72,25.4,Two Year,No,Credit Card,,22.0,8
72,114.0,Two Year,Yes,Bank Withdrawal,Yes,76.0,1
58,45.3,Month-to-Month,Yes,Bank Withdrawal,Yes,24.0,6
6,19.5,Two Year,No,Bank Withdrawal,,22.0,0
56,72.6,Two Year,Yes,Credit Card,No,19.0,8
72,19.8,Two Year,Yes,Credit Card,,22.0,10
62,-6.0,Two Year,Yes,Credit Card,,22.0,0
1,73.5,Month-to-Month,No,Bank Withdrawal,Yes,2.0,0
55,73.1,Month-to-Month,Yes,Bank Withdrawal,Yes,26.0,0
23,19.65,One Year,No,Mailed Check,,22.0,2
1,93.55,Month-to-Month,Yes,Bank Withdrawal,Yes,6.0,0
17,69.0,Month-to-Month,Yes,Bank Withdrawal,Yes,11.0,1
38,95.0,One Year,No,Bank Withdrawal,Yes,21.0,0
35,108.95,Two Year,Yes,Bank Withdrawal,Yes,23.0,0
40,64.1,Month-to-Month,Yes,Credit Card,Yes,10.0,0
63,96.0,One Year,Yes,Bank Withdrawal,No,51.0,5
3,84.75,Month-to-Month,Yes,Bank Withdrawal,Yes,30.0,1
3,23.6,Month-to-Month,Yes,Credit Card,,21.0,9
59,50.25,Month-to-Month,Yes,Bank Withdrawal,Yes,23.0,4
66,90.05,Two Year,Yes,Credit Card,Yes,24.0,0
6,84.85,Month-to-Month,Yes,Bank Withdrawal,Yes,12.0,0
23,-1.0,Month-to-Month,No,Credit Card,Yes,23.0,0
16,72.65,Month-to-Month,No,Bank Withdrawal,Yes,17.0,0
41,101.6,One Year,Yes,Bank Withdrawal,Yes,82.0,7
16,71.8,Month-to-Month,Yes,Bank Withdrawal,Yes,5.0,1
28,100.35,One Year,No,Bank Withdrawal,Yes,13.0,8
70,88.55,Two Year,Yes,Credit Card,Yes,8.0,4
10,86.05,Month-to-Month,Yes,Bank Withdrawal,Yes,11.0,0
71,19.6,Two Year,No,Credit Card,,22.0,2
19,88.8,Month-to-Month,Yes,Credit Card,Yes,20.0,1
12,19.2,Month-to-Month,Yes,Bank Withdrawal,,22.0,2
64,100.3,One Year,Yes,Credit Card,Yes,2.0,0
65,19.9,Two Year,No,Credit Card,,22.0,2
22,26.25,Two Year,No,Credit Card,,22.0,0
72,115.8,Two Year,No,Credit Card,Yes,25.0,8
3,89.85,Month-to-Month,No,Bank Withdrawal,Yes,12.0,1
1,45.1,Month-to-Month,Yes,Bank Withdrawal,Yes,58.0,0
4,50.9,Month-to-Month,Yes,Bank Withdrawal,Yes,57.0,1
15,55.0,Month-to-Month,No,Credit Card,Yes,19.0,0
60,19.95,Two Year,No,Credit Card,,22.0,0
71,-10.0,Two Year,No,Credit Card,Yes,29.0,10
4,20.45,Month-to-Month,No,Credit Card,,22.0,0
72,110.65,Two Year,Yes,Credit Card,Yes,73.0,5
56,104.75,One Year,Yes,Bank Withdrawal,Yes,4.0,0
52,19.65,One Year,No,Credit Card,,22.0,0
10,74.15,Month-to-Month,Yes,Credit Card,Yes,85.0,0
60,89.55,Two Year,Yes,Bank Withdrawal,Yes,10.0,0
21,79.2,One Year,No,Bank Withdrawal,Yes,20.0,7
52,80.85,One Year,Yes,Bank Withdrawal,Yes,22.0,1
18,96.05,Month-to-Month,Yes,Bank Withdrawal,Yes,26.0,0
62,19.85,Two Year,No,Bank Withdrawal,,22.0,0
30,66.3,Month-to-Month,No,Bank Withdrawal,Yes,17.0,1
5,70.0,One Year,Yes,Credit Card,No,22.0,0
43,92.55,Month-to-Month,Yes,Bank Withdrawal,Yes,53.0,3
6,89.25,Month-to-Month,Yes,Bank Withdrawal,Yes,10.0,0
18,46.4,One Year,No,Credit Card,Yes,59.0,2
53,54.9,One Year,No,Credit Card,Yes,17.0,0
71,77.35,Two Year,No,Credit Card,Yes,28.0,0
12,19.7,Two Year,No,Credit Card,,22.0,7
33,72.75,Month-to-Month,Yes,Bank Withdrawal,Yes,21.0,1
11,25.2,Month-to-Month,No,Bank Withdrawal,Yes,19.0,0
14,19.5,One Year,Yes,Credit Card,,22.0,2
24,90.35,Month-to-Month,Yes,Bank Withdrawal,Yes,23.0,0
71,99.4,Two Year,Yes,Bank Withdrawal,Yes,3.0,2
1,19.75,Month-to-Month,No,Credit Card,,21.0,0
1,25.7,Month-to-Month,Yes,Bank Withdrawal,,21.0,0
72,109.2,Two Year,No,Bank Withdrawal,Yes,22.0,0
5,75.9,Month-to-Month,Yes,Bank Withdrawal,Yes,59.0,0
12,53.65,One Year,No,Credit Card,Yes,26.0,1
2,69.7,Month-to-Month,Yes,Bank Withdrawal,Yes,8.0,0
12,80.45,Month-to-Month,Yes,Bank Withdrawal,Yes,19.0,1
